setVar,curYtwo,curYtwo+yCompTwo,,,,,,,,,,,
,,,,,,,,,,,,,
setVar,targThr,randomTargetId(orderBin2),,,,,,,,,,,
setVar,xThr,playerXPos(targThr),,,,,,,,,,,
setVar,yThr,playerYPos(targThr),,,,,,,,,,,
setVar,angThr,pointFrom(curXthr>curYthr>xThr>yThr),,,,,,,,,,,
setVar,xCompThr,(travelD*cos(angThr)),,,,,,,,,,,
setVar,yCompThr,(travelD*sin(angThr)),,,,,,,,,,,
,,,,,,,,,,,,,
setVar,curXthr,curXthr+xCompThr,,,,,,,,,,,
setVar,curYthr,curYthr+yCompThr,,,,,,,,,,,
,,,,,,,,,,,,,
setVar,targFour,randomTargetId(orderBin3),,,,,,,,,,,
setVar,xFour,playerXPos(targFour),,,,,,,,,,,
setVar,yFour,playerYPos(targFour),,,,,,,,,,,
setVar,angFour,pointFrom(curXfour>curYfour>xFour>yFour),,,,,,,,,,,
setVar,xCompFour,(travelD*cos(angFour)),,,,,,,,,,,
setVar,yCompFour,(travelD*sin(angFour)),,,,,,,,,,,
,,,,,,,,,,,,,
setVar,curXfour,curXfour+xCompFour,,,,,,,,,,,
setVar,curYfour,curYfour+yCompFour,,,,,,,,,,,
,,,,,,,,,,,,,
pattVarReset,,,,,,,,,,,,,
pattVars,warningDelay;0,spawnDelay;0,eraseDelay;500,scale;1,numPoints;4,posX_0;curXone,posY_0;curYone,posX_1;curXtwo,posY_1;curYtwo,posX_2;curXthr,posY_2;curYthr,posX_3;curXfour,posY_3;curYfour
pattAdd,bp_light_targeted,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
newPattern,mbp_Blossom_n,,,,,,,,,,,,
## total time: 26 seconds,,,,,,,,,,,,,
time,0,,,,,,,,,,,,
,,,,,,,,,,,,,
setVar,R,(150)/cos(72),,,,,,,,,,,
setVar,ptrn,irandom(3),,,,,,,,,,,
setVar,ang,0,,,,,,,,,,,
move,bfCenterX-(R*sin(0)),bfCenterY-(R*cos(0)),1000,,,,,,,,,,
,,,,,,,,,,,,,
## knockback generation,,,,,,,,,,,,,
timeRepeatTimes,1000,5000,5,,,,,,,,,,
pattVarReset,,,,,,,,,,,,,
pattVars,warningDelay;1000,spawnDelay;4000,trgBinary;all,x;enemyX,y;enemyY,lifespan;500,kbAmount;400,,,,,,
pattAdd,bp_knockback_circle,,,,,,,,,,,,
anim,2,4000,5000,,,,,,,,,,
facePoint,bfCenterX,,,,,,,,,,,,
,,,,,,,,,,,,,
## movement,,,,,,,,,,,,,
timeRepeatTimes,5000,5000,4,,,,,,,,,,
setVar,ang,(72*(ptrn+1))+ang,,,,,,,,,,,
move,bfCenterX-(R*sin(ang)),bfCenterY-(R*cos(ang)),1000,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
newPattern,mbp_Thrust_n,,,,,,,,,,,,
## total time: 9ish seconds,,,,,,,,,,,,,
time,0,,,,,,,,,,,,
,,,,,,,,,,,,,
move,bfCenterX,bfCenterY,1000,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
time,1000,,,,,,,,,,,,
pattVarReset,,,,,,,,,,,,,
pattVars,warningDelay;0,spawnDelay;1250,eraseDelay;9000,scale;1,numPoints;1,posX_0;bfCenterX,posY_0;bfCenterY,,,,,,
pattAdd,bp_light_targeted,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
timeRepeatTimes,2000,2000,3,,,,,,,,,,
pattVarReset,,,,,,,,,,,,,
pattVars,warningDelay;0,spawnDelay;2000,fanAngle;45,trgBinary;all,x;bfCenterX,y;bfCenterY,,,,,,,
pattAdd,bp_cone_spreads,,,,,,,,,,,,
,,,,,,,,,,,,,
pattVarReset,,,,,,,,,,,,,
pattVars,warningDelay;0,spawnDelay;2000,x;bfCenterX,y;bfCenterY,radius;500,doubled;1,element;yellow,,,,,,
pattAdd,bp_prscircle,,,,,,,,,,,,
,,,,,,,,,,,,,
timeRepeatTimes,3000,2000,3,,,,,,,,,,
anim,0,1000,2000,,,,,,,,,,
